Brand,Dosage,Price,BrandName,DosageValue,DosageUnit,Form,Uses,Packaging,Composition,TherapeuticClass,Considerations,Contraindications
GYNOFLOR,,65.3,GYNOFLOR,,,Vaginal tablet,"Restoration of the physiological flora of the vagina, e.g., after local or systemic treatment with anti-infectious. Treatment of the vaginal leukorrhea and slight vaginal infections by mixed flora, vaginal gardnerella or candida albicans when there is not an imperative indication of antibacterial/antimycosics treatment. Treatment of atrophic vaginitis, resp. Symptomatic vaginal atrophy during post-menopause, as an individual treatment or auxiliary medication during a systemic estrogenic substitution.",Box of 6,Estriol 0.03,Estrogen,,
GYNOFLOR,,65.3,GYNOFLOR,,,Vaginal tablet,"Restoration of the physiological flora of the vagina, e.g., after local or systemic treatment with anti-infectious. Treatment of the vaginal leukorrhea and slight vaginal infections by mixed flora, vaginal gardnerella or candida albicans when there is not an imperative indication of antibacterial/antimycosics treatment. Treatment of atrophic vaginitis, resp. Symptomatic vaginal atrophy during post-menopause, as an individual treatment or auxiliary medication during a systemic estrogenic substitution.",Box of 6,Estriol 0.03,preparation combined with Döderlein bacilli,,
GYNOSTEN APAISA,,,GYNOSTEN APAISA,,,External washing solution,,200 ml bottle,Lotus and pro vitamin B5,,,
GYNOSTEN SOIN,,,GYNOSTEN SOIN,,,External washing solution,,200 ml bottle,Panthenol,,,
GYNOSTEN SOIN,,,GYNOSTEN SOIN,,,External washing solution,,200 ml bottle,lotus,,,
GYNOSTEN SOIN,,,GYNOSTEN SOIN,,,External washing solution,,200 ml bottle,Pro Vit B5,,,
GYSELLE,,43.0,GYSELLE,,,Tablet [C],Combined and single-man-monophasic contraceptive pill with an anti-Androgenic effect,Box of 21,Chlormadinone Acetate,Combined oral contraceptives,,
GYSELLE,,43.0,GYSELLE,,,Tablet [C],Combined and single-man-monophasic contraceptive pill with an anti-Androgenic effect,Box of 21,Ethinylestradiol,Combined oral contraceptives,,
H-PARA 5 µG / ML,5.0 µG,141.4,H-PARA,5.0,µG,Injectable solution,The paricitol is indicated in the treatment of secondary hyperparathyroidism in patients with terminal renal failure and chronic hemodialysis.,1 ml bulb box,Paricitol,Synthetic form of activated vitamin D,,
H-PARA 5 µG / ML,ML,141.4,H-PARA,,ML,Injectable solution,The paricitol is indicated in the treatment of secondary hyperparathyroidism in patients with terminal renal failure and chronic hemodialysis.,1 ml bulb box,Paricitol,Synthetic form of activated vitamin D,,
HALAVEN 0.44 MG / ML,0.440 MG,4088.0,HALAVEN,0.44,MG,Injectable solution,"Halaven is indicated in the treatment of adult patients with locally advanced or metastatic breast cancer, whose disease has progressed after at least one chemotherapy protocol for advanced stage treatment. The previous treatment, in adjuvant or metastatic situations, must have included anthracycline and a taxane, except in patients who cannot receive these treatments. Halaven is indicated in the treatment of adult patients with unseat liposarcoma having received a previous chemotherapy protocol with anthracycline (except in patients who cannot receive this treatment) for the treatment of advanced or metastatic disease.",Box of 1 bottle of 0.5 ml,ERIBYLINE Mésilate,Cytostatic,,
HALAVEN 0.44 MG / ML,ML,4088.0,HALAVEN,,ML,Injectable solution,"Halaven is indicated in the treatment of adult patients with locally advanced or metastatic breast cancer, whose disease has progressed after at least one chemotherapy protocol for advanced stage treatment. The previous treatment, in adjuvant or metastatic situations, must have included anthracycline and a taxane, except in patients who cannot receive these treatments. Halaven is indicated in the treatment of adult patients with unseat liposarcoma having received a previous chemotherapy protocol with anthracycline (except in patients who cannot receive this treatment) for the treatment of advanced or metastatic disease.",Box of 1 bottle of 0.5 ml,ERIBYLINE Mésilate,Cytostatic,,
HALDOL FORT 2 MG / ML,2.0 MG,12.9,HALDOL FORT,2.0,MG,Oral drop [p],"Adult patients aged 18 and over · Treatment of schizophrenia and schizo-fective disorder. Acute delirium treatment in the event of failure of non -pharmacological treatments. Treatment of moderate to severe manic episodes associated with type I bipolar disorder. · Treatment of acute psychomotor agitation associated with psychotic disorders or manic episodes of type I bipolar disorder. · Treatment of persistent aggressiveness and psychotic symptoms in patients with moderate to severe alzheimer's dementia or vascular dementia in case of failure non-pharmacological treatments and when there is a risk of damage to the patient himself or others. TOCH Treatment, in particular Gilles de la Tourette syndrome, in severely affected patients, after failure of educational, psychological care and other pharmacological treatments. Treatment of light to moderate choreic movements of Huntington's disease in the event of ineffectiveness or intolerance to other treatments.",15 ml bottle,Haloperidol,Antipsychotics,,
HALDOL FORT 2 MG / ML,2.0 MG,12.9,HALDOL FORT,2.0,MG,Oral drop [p],"Adult patients aged 18 and over · Treatment of schizophrenia and schizo-fective disorder. Acute delirium treatment in the event of failure of non -pharmacological treatments. Treatment of moderate to severe manic episodes associated with type I bipolar disorder. · Treatment of acute psychomotor agitation associated with psychotic disorders or manic episodes of type I bipolar disorder. · Treatment of persistent aggressiveness and psychotic symptoms in patients with moderate to severe alzheimer's dementia or vascular dementia in case of failure non-pharmacological treatments and when there is a risk of damage to the patient himself or others. TOCH Treatment, in particular Gilles de la Tourette syndrome, in severely affected patients, after failure of educational, psychological care and other pharmacological treatments. Treatment of light to moderate choreic movements of Huntington's disease in the event of ineffectiveness or intolerance to other treatments.",15 ml bottle,Haloperidol,derivatives of butyrophenone,,
HALDOL FORT 2 MG / ML,ML,12.9,HALDOL FORT,,ML,Oral drop [p],"Adult patients aged 18 and over · Treatment of schizophrenia and schizo-fective disorder. Acute delirium treatment in the event of failure of non -pharmacological treatments. Treatment of moderate to severe manic episodes associated with type I bipolar disorder. · Treatment of acute psychomotor agitation associated with psychotic disorders or manic episodes of type I bipolar disorder. · Treatment of persistent aggressiveness and psychotic symptoms in patients with moderate to severe alzheimer's dementia or vascular dementia in case of failure non-pharmacological treatments and when there is a risk of damage to the patient himself or others. TOCH Treatment, in particular Gilles de la Tourette syndrome, in severely affected patients, after failure of educational, psychological care and other pharmacological treatments. Treatment of light to moderate choreic movements of Huntington's disease in the event of ineffectiveness or intolerance to other treatments.",15 ml bottle,Haloperidol,Antipsychotics,,
HALDOL FORT 2 MG / ML,ML,12.9,HALDOL FORT,,ML,Oral drop [p],"Adult patients aged 18 and over · Treatment of schizophrenia and schizo-fective disorder. Acute delirium treatment in the event of failure of non -pharmacological treatments. Treatment of moderate to severe manic episodes associated with type I bipolar disorder. · Treatment of acute psychomotor agitation associated with psychotic disorders or manic episodes of type I bipolar disorder. · Treatment of persistent aggressiveness and psychotic symptoms in patients with moderate to severe alzheimer's dementia or vascular dementia in case of failure non-pharmacological treatments and when there is a risk of damage to the patient himself or others. TOCH Treatment, in particular Gilles de la Tourette syndrome, in severely affected patients, after failure of educational, psychological care and other pharmacological treatments. Treatment of light to moderate choreic movements of Huntington's disease in the event of ineffectiveness or intolerance to other treatments.",15 ml bottle,Haloperidol,derivatives of butyrophenone,,
HALOPERIDOL 1 MG,1.0 MG,17.1,HALOPERIDOL,1.0,MG,Tablet [P],,Box of 40,Haloperidol,Neuroleptic,,
HALOPERIDOL 5 MG / ML,5.0 MG,19.1,HALOPERIDOL,5.0,MG,Injectable solution [p],,Box of 5 ml bulbs,Haloperidol,Neuroleptic,,
HALOPERIDOL 5 MG / ML,ML,19.1,HALOPERIDOL,,ML,Injectable solution [p],,Box of 5 ml bulbs,Haloperidol,Neuroleptic,,
HALOPERIDOL PHARMA5 2 MG / ML,2.0 MG,12.3,HALOPERIDOL PHARMA5,2.0,MG,Oral solution [p],,15 ml bottle,Haloperidol,Neuroleptic,,
HALOPERIDOL PHARMA5 2 MG / ML,ML,12.3,HALOPERIDOL PHARMA5,,ML,Oral solution [p],,15 ml bottle,Haloperidol,Neuroleptic,,
HALOTHANE COOPER 100 %,10000.0%,393.0,HALOTHANE COOPER,100.0,%,Liquid for inhalation [p],,250 ml bottle,Halothane,General anesthetics,,
HARVONI 90 MG / 400 MG,90.0 MG,5147.0,HARVONI,90.0,MG,Film-coated tablet,Harvoni is indicated for the treatment of chronic hepatitis C (HCC) in adults and adolescents aged 12 to 18 years old,12-28-99,Ledipasvir,Antiviral,,
HARVONI 90 MG / 400 MG,90.0 MG,5147.0,HARVONI,90.0,MG,Film-coated tablet,Harvoni is indicated for the treatment of chronic hepatitis C (HCC) in adults and adolescents aged 12 to 18 years old,12-28-99,Ledipasvir,anti-VHC,,
HARVONI 90 MG / 400 MG,90.0 MG,5147.0,HARVONI,90.0,MG,Film-coated tablet,Harvoni is indicated for the treatment of chronic hepatitis C (HCC) in adults and adolescents aged 12 to 18 years old,12-28-99,Ledipasvir,double association,,
HARVONI 90 MG / 400 MG,90.0 MG,5147.0,HARVONI,90.0,MG,Film-coated tablet,Harvoni is indicated for the treatment of chronic hepatitis C (HCC) in adults and adolescents aged 12 to 18 years old,12-28-99,Sofosbuvir,Antiviral,,
HARVONI 90 MG / 400 MG,90.0 MG,5147.0,HARVONI,90.0,MG,Film-coated tablet,Harvoni is indicated for the treatment of chronic hepatitis C (HCC) in adults and adolescents aged 12 to 18 years old,12-28-99,Sofosbuvir,anti-VHC,,
HARVONI 90 MG / 400 MG,90.0 MG,5147.0,HARVONI,90.0,MG,Film-coated tablet,Harvoni is indicated for the treatment of chronic hepatitis C (HCC) in adults and adolescents aged 12 to 18 years old,12-28-99,Sofosbuvir,double association,,
HARVONI 90 MG / 400 MG,400.0 MG,5147.0,HARVONI,400.0,MG,Film-coated tablet,Harvoni is indicated for the treatment of chronic hepatitis C (HCC) in adults and adolescents aged 12 to 18 years old,12-28-99,Ledipasvir,Antiviral,,
HARVONI 90 MG / 400 MG,400.0 MG,5147.0,HARVONI,400.0,MG,Film-coated tablet,Harvoni is indicated for the treatment of chronic hepatitis C (HCC) in adults and adolescents aged 12 to 18 years old,12-28-99,Ledipasvir,anti-VHC,,
HARVONI 90 MG / 400 MG,400.0 MG,5147.0,HARVONI,400.0,MG,Film-coated tablet,Harvoni is indicated for the treatment of chronic hepatitis C (HCC) in adults and adolescents aged 12 to 18 years old,12-28-99,Ledipasvir,double association,,
HARVONI 90 MG / 400 MG,400.0 MG,5147.0,HARVONI,400.0,MG,Film-coated tablet,Harvoni is indicated for the treatment of chronic hepatitis C (HCC) in adults and adolescents aged 12 to 18 years old,12-28-99,Sofosbuvir,Antiviral,,
HARVONI 90 MG / 400 MG,400.0 MG,5147.0,HARVONI,400.0,MG,Film-coated tablet,Harvoni is indicated for the treatment of chronic hepatitis C (HCC) in adults and adolescents aged 12 to 18 years old,12-28-99,Sofosbuvir,anti-VHC,,
HARVONI 90 MG / 400 MG,400.0 MG,5147.0,HARVONI,400.0,MG,Film-coated tablet,Harvoni is indicated for the treatment of chronic hepatitis C (HCC) in adults and adolescents aged 12 to 18 years old,12-28-99,Sofosbuvir,double association,,
HAVRIX NOURISSONS ET ENFANTS,,186.9,HAVRIX NOURISSONS ET ENFANTS,,,Injectable suspension [V],Hepatitis vaccine A,Box of 1 pre -filled syringe,Hepatitis vaccine A,Vaccine,,
HBOOST,,,HBOOST,,,Vegetable capsule,,Box of 30,Selenium,,,
HBOOST,,,HBOOST,,,Vegetable capsule,,Box of 30,Coenzyme Q10,,,
HBOOST,,,HBOOST,,,Vegetable capsule,,Box of 30,L-arginine,,,
HBOOST,,,HBOOST,,,Vegetable capsule,,Box of 30,L-Carnitine,,,
HBOOST,,,HBOOST,,,Vegetable capsule,,Box of 30,Lipozinc,,,
HBOOST,,,HBOOST,,,Vegetable capsule,,Box of 30,Vitamin C,,,
HBOOST,,,HBOOST,,,Vegetable capsule,,Box of 30,Vitamin B9,,,
